scenario,K,tier,seed,wall_sec,drv_arrival_ia_cv2,drv_arrival_ia_mean_sec,drv_arrival_peak10_over_mean,drv_backlog_max,drv_dispatch_queue_max,drv_ev1_pax_max,drv_ev1_pax_mean,drv_ev1_queue_max,drv_ev1_queue_mean,drv_ev2_pax_ge12_frac,drv_ev2_pax_max,drv_ev2_pax_mean,drv_ev2_queue_max,drv_ev2_queue_mean,drv_evwait_down_p95_sec,drv_evwait_up_p95_sec,drv_fallback_cum_final,drv_fallback_n,drv_floor_mean,drv_n_bike,drv_n_car,drv_n_walk,drv_peds_waiting_max,drv_peds_waiting_mean,drv_rider_wait_max_sec,drv_rider_wait_mean_sec,drv_riders_in_building_max,drv_riders_in_building_mean,drv_share_floor_le5,drv_stairs_share,drv_walked_m_mean,kpi.building.capex_total_krw,kpi.building.cost_per_order_krw,kpi.building.opex_running_krw,kpi.building.opex_running_krw_delivery,kpi.building.opex_running_krw_orderspan,kpi.building.w_ev_mean_all_sec,kpi.building.w_ev_mean_riders_sec,kpi.customer.n_delivered,kpi.customer.n_orders,kpi.customer.n_sla_violations,kpi.customer.sla_violation_rate,kpi.customer.t_e2e_mean_sec,kpi.customer.t_e2e_p95_sec,kpi.elevator.EV1.capacity_violations,kpi.elevator.EV1.mean_passengers_delivery,kpi.elevator.EV1.n_alights,kpi.elevator.EV1.n_boardings,kpi.elevator.EV1.utilization,kpi.elevator.EV1.utilization_delivery,kpi.elevator.EV1.utilization_orderspan,kpi.elevator.EV1.w_ev_mean_sec,kpi.elevator.EV1.w_ev_p95_sec,kpi.elevator.EV2.capacity_violations,kpi.elevator.EV2.mean_passengers_delivery,kpi.elevator.EV2.n_alights,kpi.elevator.EV2.n_boardings,kpi.elevator.EV2.utilization,kpi.elevator.EV2.utilization_delivery,kpi.elevator.EV2.utilization_orderspan,kpi.elevator.EV2.w_ev_mean_sec,kpi.elevator.EV2.w_ev_p95_sec,kpi.elevator.EV3.capacity_violations,kpi.elevator.EV3.mean_passengers_delivery,kpi.elevator.EV3.n_alights,kpi.elevator.EV3.n_boardings,kpi.elevator.EV3.utilization,kpi.elevator.EV3.utilization_delivery,kpi.elevator.EV3.utilization_orderspan,kpi.elevator.EV3.w_ev_mean_sec,kpi.elevator.EV3.w_ev_p95_sec,kpi.elevator.EV4.capacity_violations,kpi.elevator.EV4.mean_passengers_delivery,kpi.elevator.EV4.n_alights,kpi.elevator.EV4.n_boardings,kpi.elevator.EV4.utilization,kpi.elevator.EV4.utilization_delivery,kpi.elevator.EV4.utilization_orderspan,kpi.elevator.EV4.w_ev_mean_sec,kpi.elevator.EV4.w_ev_p95_sec,kpi.pedestrian.ev_wait_mean_sec,kpi.pedestrian.n_completed,kpi.pedestrian.n_in_building_at_end,kpi.pedestrian.n_spawned,kpi.rider.ev_wait_down_mean_sec,kpi.rider.ev_wait_up_mean_sec,kpi.rider.lobby_cost_total_krw,kpi.rider.n_by_mode.elevator,kpi.rider.n_by_mode.stairs,kpi.rider.n_exited,kpi.rider.t_lobby_mean_sec,kpi.rider.t_lobby_p95_sec,kpi.simulation.clock_end_sec,kpi.simulation.clock_start_sec,kpi.simulation.delivery_window_sec,kpi.simulation.orderspan_window_sec,kpi.simulation.ped_window_sec,kpi.simulation.scenario_window,kpi.simulation.terminated_by_cap,kpi.simulation.termination_policy,kpi.simulation.termination_reason,kpi.simulation.ticks,kpi.simulation.wall_span_delivery_sec,kpi.simulation.wall_span_orderspan_sec,kpi.simulation.wall_span_sec,kpi.simulation.warmup.head_sec,kpi.simulation.warmup.lookback_sec,kpi.simulation.warmup.ped_boardings_per_min,kpi.simulation.warmup.peds_at_first_order,kpi.simulation.warmup.peds_waiting_at_first_order,kpi.simulation.warmup.util_at_first_order,kpi.simulation.warmup_sec,kpi.simulation.window_policy
K100_8,100,primary,2026,0.89,1.8861,50.79,2.25,53,0,5,0.753,5,0.984,0.0,5,0.766,6,1.02,80.95,62.900000000000006,11,11,5.99,89,11,0,13,3.081,0.0,0.0,18,4.251,0.44,0.18,42.96,0.0,773.4,77339.2,77339.2,77250.6,25.10751565762004,29.859756097560975,100,100,0,0.0,1619.33,2517.45,0,0.751882215158106,235,235,0.8003649080127718,0.80475154759913,0.8037666050109299,26.08936170212766,71.29999999999998,0,0.763761084155931,232,232,0.8021894480766307,0.8156265685126317,0.8173869177736673,27.137931034482758,65.44999999999999,0,0.7533879872845909,235,237,0.7892656226242968,0.8246612012715409,0.8237766941314949,24.236286919831223,69.39999999999998,0,0.80475154759913,254,254,0.8064467082256348,0.8265015894261335,0.8271397343198251,23.15748031496063,68.69999999999999,24.02528445006321,791,5,796,36.951219512195124,22.76829268292683,77339.2,82,18,100,253.11,335.79999999999995,47384.0,40807.0,"[41407.0, 47384.0]","[41407.0, 47354.0]","[40807.0, 52196.0]",True,False,delivery_complete,delivery_complete,6577,5977.0,5947.0,6577.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K100_9,100,primary,42,0.9,1.3962,48.03,1.52,53,0,5,0.808,6,1.087,0.0,6,0.841,5,1.099,73.69999999999999,60.54999999999998,8,8,6.26,91,7,2,15,3.524,0.0,0.0,13,4.112,0.36,0.16,43.36,0.0,812.9,81290.3,81290.3,81176.9,26.10301263362488,27.49404761904762,100,100,0,0.0,1659.76,2581.7499999999995,0,0.8049261083743843,255,256,0.873542600896861,0.880623973727422,0.8832369942196532,27.03125,65.0,0,0.8379310344827586,262,262,0.8713004484304933,0.8962233169129721,0.8981007431874484,25.85496183206107,68.94999999999999,0,0.9540229885057471,266,266,0.8748878923766816,0.906568144499179,0.9090008257638316,28.49624060150376,71.5,0,0.767487684729064,245,245,0.8216741405082212,0.8440065681444991,0.8447563996696945,22.8,59.599999999999966,25.856976744186046,860,2,862,31.05952380952381,23.928571428571427,81290.3,84,16,100,249.36,326.29999999999995,47552.0,40862.0,"[41462.0, 47552.0]","[41462.0, 47517.0]","[40862.0, 52157.0]",True,False,delivery_complete,delivery_complete,6690,6090.0,6055.0,6690.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K100_9,100,primary,7,0.88,1.408,48.03,1.52,54,0,7,0.837,6,1.017,0.0,5,0.799,5,0.964,60.79999999999998,70.0,10,10,5.93,89,9,2,11,3.156,0.0,0.0,13,4.188,0.46,0.11,44.0,0.0,815.3,81530.3,81530.3,81386.9,24.93551688843398,26.06741573033708,100,100,0,0.0,1662.75,2636.6,0,0.8377837116154874,260,261,0.8299453883495146,0.8406208277703605,0.8394418291862811,24.697318007662837,60.0,0,0.8000667556742324,242,242,0.8417779126213593,0.8689919893190922,0.8680228648285138,24.714876033057852,63.849999999999966,0,0.7313084112149533,230,231,0.7997572815533981,0.8397863818424566,0.8386012104909213,26.324675324675326,63.5,0,0.7962283044058746,243,243,0.8017293689320388,0.8349465954606141,0.8350706119704102,24.090534979423868,64.0,24.71105527638191,796,15,811,28.280898876404493,23.853932584269664,81530.3,89,11,100,249.6,317.15,47454.0,40862.0,"[41462.0, 47454.0]","[41462.0, 47410.0]","[40862.0, 52157.0]",True,False,delivery_complete,delivery_complete,6592,5992.0,5948.0,6592.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K100_9,100,primary,2026,0.86,1.3573,48.03,1.52,53,0,5,0.742,5,0.972,0.0,5,0.773,5,0.92,73.95,59.95,11,11,5.99,88,10,2,13,3.224,0.0,0.0,15,4.168,0.44,0.18,43.04,0.0,818.8,81879.9,81879.9,81726.5,25.788819875776397,28.45731707317073,100,100,0,0.0,1662.66,2596.2999999999997,0,0.7399933840555739,233,234,0.824706590430334,0.8314588157459477,0.8308051341890315,26.200854700854702,71.35,0,0.7724115117433014,238,240,0.815076737887451,0.8296394310287794,0.8283047174529088,24.2125,67.04999999999998,0,0.7398279854449222,230,230,0.7867890460427325,0.8215348991068475,0.8208034672445408,26.617391304347827,74.09999999999997,0,0.8561032087330467,260,262,0.8254589226602468,0.8471716837578565,0.8493082180363394,26.137404580152673,72.0,25.26097867001255,797,10,807,32.329268292682926,24.585365853658537,81879.9,82,18,100,250.56,312.05,47508.0,40862.0,"[41462.0, 47508.0]","[41462.0, 47461.0]","[40862.0, 52157.0]",True,False,delivery_complete,delivery_complete,6646,6046.0,5999.0,6646.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K200_1,200,primary,42,1.24,3.3995,26.62,1.485,96,0,8,1.203,11,1.735,0.0,6,1.022,7,1.588,82.75,86.0,14,14,6.0,186,14,0,18,4.169,0.0,0.0,24,8.535,0.425,0.17,42.58,0.0,602.5,120491.7,120491.7,120413.9,32.58970099667774,37.256024096385545,200,200,0,0.0,1606.105,2574.8999999999996,0,1.1989771455969314,329,330,0.9251859413737786,0.9370305258110916,0.9395595563414242,33.74545454545454,87.55000000000001,0,1.0198178040594534,307,308,0.8980603762578387,0.9248841297746524,0.9244494454267803,32.49025974025974,81.29999999999995,0,0.9733098929199296,280,281,0.8910602304214671,0.9234457407703373,0.9246101912875744,35.90035587188612,78.0,0,0.954451014863353,284,285,0.8671430654805309,0.8932395716797187,0.8926217649895515,28.094736842105263,73.60000000000002,30.89516129032258,868,7,875,40.22289156626506,34.28915662650602,120491.7,166,34,200,265.685,356.0,47674.0,40817.0,"[41417.0, 47674.0]","[41417.0, 47638.0]","[40817.0, 52197.0]",True,False,delivery_complete,delivery_complete,6857,6257.0,6221.0,6857.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K200_1,200,primary,7,1.29,3.3121,26.62,1.485,95,0,6,1.113,6,1.602,0.0,8,0.938,8,1.569,78.0,82.25,14,14,5.99,186,13,1,15,4.0,0.0,0.0,23,8.73,0.45,0.12,42.22,0.0,610.9,122171.5,122171.5,122107.1,32.557046979865774,37.45738636363637,200,200,0,0.0,1607.285,2510.95,0,1.1079600386722526,304,305,0.9127240669997061,0.9310344827586207,0.930699481865285,33.65901639344262,85.0,0,0.9398968739929101,295,295,0.8665883044372612,0.8952626490493071,0.8947538860103627,33.6,79.30000000000001,0,1.073799548823719,294,296,0.8590949162503673,0.9034805027392846,0.9030116580310881,31.03716216216216,73.25,0,1.000322268772156,295,296,0.8693799588598295,0.9079922655494682,0.9080310880829016,31.902027027027028,74.0,30.582035928143714,835,9,844,41.52840909090909,33.38636363636363,122171.5,176,24,200,269.76,346.04999999999995,47623.0,40817.0,"[41417.0, 47623.0]","[41417.0, 47593.0]","[40817.0, 52197.0]",True,False,delivery_complete,delivery_complete,6806,6206.0,6176.0,6806.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K200_1,200,primary,2026,1.28,3.3187,26.62,1.485,96,0,8,0.976,8,1.376,0.0,9,0.985,10,1.454,76.0,83.95000000000002,7,7,5.965,193,6,1,14,3.608,0.0,0.0,24,8.386,0.435,0.16,42.56,0.0,580.2,116041.9,116041.9,115977.5,29.809853068280034,33.81547619047619,200,200,0,0.0,1598.49,2548.8999999999996,0,0.9716403480502739,289,289,0.8604172788715839,0.8704479535932969,0.8746761658031088,30.33910034602076,82.0,0,0.9835642926200451,287,288,0.8507199529826623,0.8683532065742829,0.8678756476683938,32.00694444444444,83.94999999999993,0,0.9883983242023848,289,290,0.8523361739641493,0.8925233644859814,0.8920012953367875,29.66551724137931,75.55000000000001,0,0.9788913954237835,287,290,0.8660005877167205,0.8910731550112794,0.8915155440414507,27.244827586206895,69.0,28.285539215686274,816,5,821,37.232142857142854,30.398809523809526,116041.9,168,32,200,259.145,337.15,47623.0,40817.0,"[41417.0, 47623.0]","[41417.0, 47593.0]","[40817.0, 52197.0]",True,False,delivery_complete,delivery_complete,6806,6206.0,6176.0,6806.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K200_2,200,primary,42,1.4,5.6729,30.6,2.0349999999999997,99,0,8,1.063,9,1.505,0.0,7,1.044,7,1.475,83.0,71.75,4,4,6.0,196,3,1,13,3.988,0.0,0.0,25,7.673,0.425,0.17,42.47,0.0,578.9,115789.4,115789.4,115707.2,31.09717868338558,35.44277108433735,200,200,0,0.0,1634.35,2410.899999999999,0,1.05866784296427,336,336,0.914471017430077,0.924422878988384,0.9262161762531421,31.321428571428573,79.25,0,1.042787825319806,315,316,0.889069044723686,0.9129539773562712,0.9124648824486175,32.04746835443038,83.25,0,0.9504484634612557,307,307,0.8969058235373598,0.9272165857962065,0.9324264379713145,30.908794788273617,71.0,0,0.9863255403617115,316,317,0.8455614106201864,0.8676665196294663,0.8669229631820198,30.094637223974765,71.19999999999999,29.57430997876858,942,3,945,40.5722891566265,30.313253012048193,115789.4,166,34,200,259.67,332.09999999999997,48207.0,40806.0,"[41406.0, 48207.0]","[41406.0, 48169.0]","[40806.0, 52168.0]",True,False,delivery_complete,delivery_complete,7401,6801.0,6763.0,7401.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K200_2,200,primary,7,1.38,5.6905,30.6,2.0349999999999997,99,0,5,1.026,8,1.597,0.0,8,0.968,8,1.372,88.25,80.25,3,3,5.99,197,3,0,13,3.874,0.0,0.0,27,7.827,0.45,0.12,42.53,0.0,588.5,117696.7,117696.7,117632.2,31.236779794790845,35.75568181818182,200,200,0,0.0,1637.07,2387.7499999999995,0,1.026027802425318,323,323,0.8906547133930997,0.9055013309671694,0.9050802139037433,34.45201238390093,83.89999999999998,0,0.9652469683525584,313,313,0.8571040478130942,0.8825791186039633,0.8826500297088532,30.230031948881788,76.0,0,1.0161194912747709,323,323,0.86960065199674,0.9112688553682342,0.9153297682709447,30.287925696594428,76.0,0,0.9720496894409938,307,308,0.8511274110296115,0.8849452824608104,0.8844325609031491,29.883116883116884,82.0,29.50602409638554,913,6,919,40.61931818181818,30.892045454545453,117696.7,176,24,200,263.625,350.09999999999997,48168.0,40806.0,"[41406.0, 48168.0]","[41406.0, 48138.0]","[40806.0, 52168.0]",True,False,delivery_complete,delivery_complete,7362,6762.0,6732.0,7362.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K200_2,200,primary,2026,1.37,5.7194,30.6,2.0349999999999997,98,0,7,0.968,8,1.268,0.0,7,0.936,8,1.302,90.65,72.65,3,3,5.965,197,2,1,13,3.511,0.0,0.0,24,7.73,0.435,0.16,42.44,0.0,579.6,115911.7,115911.7,115847.2,29.854440789473685,35.11607142857143,200,200,0,0.0,1634.855,2402.3999999999996,0,0.966430050280982,303,305,0.8450149415919587,0.8528541851523218,0.8521984551396317,29.00655737704918,85.60000000000002,0,0.9315291333924874,307,307,0.8484107579462102,0.8643892339544513,0.8637849079025549,29.21172638436482,71.39999999999998,0,0.8964803312629399,300,302,0.7901385493072535,0.8215025140490979,0.8207070707070707,28.983443708609272,70.0,0,1.0039929015084295,301,302,0.8238250475414289,0.8430937592428276,0.8423945335710041,32.235099337748345,85.94999999999999,27.83963344788087,873,13,886,40.50595238095238,29.726190476190474,115911.7,168,32,200,260.36,345.04999999999995,48168.0,40806.0,"[41406.0, 48168.0]","[41406.0, 48138.0]","[40806.0, 52168.0]",True,False,delivery_complete,delivery_complete,7362,6762.0,6732.0,7362.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K200_3,200,primary,42,1.35,2.5794,27.9,1.85,104,0,5,1.036,8,1.55,0.0,7,1.026,7,1.433,92.75,84.5,0,0,6.0,200,0,0,13,4.135,0.0,0.0,20,7.837,0.425,0.17,42.42,0.0,653.8,130755.0,130755.0,130597.5,32.25925925925926,36.83734939759036,200,200,0,0.0,1459.02,2375.15,0,1.0370040124832813,327,330,0.9132214490380679,0.9231683756873236,0.922430607651913,32.65151515151515,84.10000000000002,0,1.0255610046069252,313,314,0.8756992768454086,0.8986476445237034,0.8976744186046511,30.923566878980893,84.0,0,0.9989597265566948,312,312,0.8872970391595033,0.9170753455193936,0.9162790697674419,33.59935897435897,82.44999999999999,0,1.002674988854213,311,313,0.8803383817710465,0.9057809481349384,0.9048762190547637,31.849840255591054,80.0,30.695698924731182,930,10,940,41.234939759036145,32.43975903614458,130755.0,166,34,200,261.51,346.15,48168.0,40839.0,"[41439.0, 48168.0]","[41439.0, 48104.0]","[40839.0, 52188.0]",True,False,delivery_complete,delivery_complete,7329,6729.0,6665.0,7329.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K200_3,200,primary,7,1.38,2.5794,27.9,1.85,105,0,8,1.012,8,1.58,0.0,7,0.977,7,1.429,82.5,78.0,0,0,5.99,200,0,0,15,3.945,0.0,0.0,22,7.859,0.45,0.12,42.46,0.0,653.1,130625.0,130625.0,130460.0,31.49920634920635,35.52556818181818,200,200,0,0.0,1457.91,2345.899999999999,0,1.009543692215926,324,325,0.8824254037777169,0.8966597077244259,0.8969724356077723,33.48,80.80000000000001,0,0.9707724425887265,312,312,0.8653161784834382,0.8917387414255891,0.8962193101370688,31.125,81.44999999999999,0,0.9764390098419325,309,309,0.8660005474952094,0.9076946018490903,0.9090224431390269,30.116504854368934,76.0,0,1.0071577691619444,313,314,0.858609362168081,0.8933790635252014,0.8924536827835517,31.181528662420384,80.69999999999993,29.981236203090507,906,2,908,40.5625,30.488636363636363,130625.0,176,24,200,261.25,334.0,48145.0,40839.0,"[41439.0, 48145.0]","[41439.0, 48078.0]","[40839.0, 52188.0]",True,False,delivery_complete,delivery_complete,7306,6706.0,6639.0,7306.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K200_3,200,primary,2026,1.32,2.5794,27.9,1.85,105,0,7,0.924,7,1.309,0.0,8,0.93,10,1.366,87.95000000000002,78.0,0,0,5.965,200,0,0,14,3.653,0.0,0.0,22,7.862,0.435,0.16,42.39,0.0,653.4,130677.5,130677.5,130602.5,31.175145954962467,36.67857142857143,200,200,0,0.0,1458.72,2351.5999999999995,0,0.9234456928838951,302,302,0.8317525773195876,0.8385018726591761,0.8377483443708609,29.695364238410598,77.0,0,0.9306367041198502,294,294,0.8361512027491409,0.8512359550561798,0.8505418422636966,31.581632653061224,81.0,0,0.9558052434456928,298,298,0.8042611683848797,0.8373033707865168,0.8369957856712824,32.06711409395973,86.0,0,0.949812734082397,305,305,0.8567697594501719,0.8792509363295881,0.878687537627935,31.37704918032787,79.80000000000001,29.031358885017422,861,4,865,41.11904761904762,32.23809523809524,130677.5,168,32,200,261.355,349.09999999999997,48114.0,40839.0,"[41439.0, 48114.0]","[41439.0, 48083.0]","[40839.0, 52188.0]",True,False,delivery_complete,delivery_complete,7275,6675.0,6644.0,7275.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K200_4,200,primary,42,1.2,1.8252,23.01,1.92,111,0,9,0.999,8,1.442,0.0,6,1.042,6,1.619,90.0,78.5,16,16,6.0,184,15,1,14,3.834,0.0,0.0,30,9.468,0.425,0.17,42.39,0.0,677.5,135494.6,135494.6,135214.6,30.953180212014136,37.183734939759034,200,200,0,0.0,1483.84,2332.6499999999996,0,0.9933543196922001,268,269,0.9062994618550174,0.9172787688002798,0.9156110615521855,31.63197026022305,82.6,0,1.036726128016789,282,282,0.9167458056346945,0.9480587618048268,0.9475468331846566,32.755319148936174,81.94999999999999,0,1.0792235047219307,290,292,0.9074074074074074,0.9445610353270374,0.9434433541480821,31.78082191780822,79.0,0,1.0767750961874782,288,289,0.8754352643241532,0.9048618398041273,0.903479036574487,27.726643598615915,64.0,28.446540880503143,795,13,808,42.12048192771084,32.24698795180723,135494.6,166,34,200,265.945,360.04999999999995,47147.0,40829.0,"[41429.0, 47147.0]","[41429.0, 47034.0]","[40829.0, 52175.0]",True,False,delivery_complete,delivery_complete,6318,5718.0,5605.0,6318.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K200_4,200,primary,7,1.18,1.8281,23.01,2.0,111,0,7,1.027,9,1.624,0.0,8,1.025,10,1.616,87.0,80.25,19,19,5.99,181,19,0,13,4.141,0.0,0.0,29,9.94,0.45,0.12,42.49,0.0,711.8,142364.7,142364.7,142247.2,34.61636363636364,39.72727272727273,200,200,0,0.0,1489.91,2326.7999999999997,0,1.0216657787249157,275,276,0.8764243299630878,0.8927366364766471,0.8941429339065019,34.20652173913044,83.5,0,1.023441662226958,264,266,0.8528326111378591,0.8829692772154146,0.8819631022747627,34.95864661654135,84.0,0,1.0967856508613034,272,272,0.8369443107045418,0.8835020422660274,0.8825004477879277,33.67279411764706,88.44999999999999,0,1.1106375421772332,284,286,0.8658321296742096,0.9080092345942106,0.9102632993014508,35.59090909090909,81.75,32.331090174966356,743,8,751,45.04545454545455,34.40909090909091,142364.7,176,24,200,277.765,354.09999999999997,47060.0,40829.0,"[41429.0, 47060.0]","[41429.0, 47012.0]","[40829.0, 52175.0]",True,False,delivery_complete,delivery_complete,6231,5631.0,5583.0,6231.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K200_4,200,primary,2026,1.15,1.8177,23.01,1.92,110,0,6,1.055,9,1.538,0.0,8,0.977,9,1.594,94.95000000000002,78.30000000000001,14,14,5.965,186,13,1,15,3.868,0.0,0.0,28,9.486,0.435,0.16,42.63,0.0,678.5,135705.6,135705.6,135628.1,32.29509713228492,36.729166666666664,200,200,0,0.0,1484.02,2311.05,0,1.0523615779232267,274,275,0.8803774188389573,0.8935078719264108,0.8929016189290162,32.48,82.90000000000003,0,0.9752343888200955,266,266,0.8730209499440269,0.894746152485406,0.8941469489414695,34.578947368421055,90.75,0,1.0405094640014152,271,272,0.8426355349432273,0.8857243941270122,0.8884540117416829,35.724264705882355,86.44999999999999,0,1.0051300194586945,268,268,0.8339996801535263,0.8581284273836901,0.8587439957302971,26.35820895522388,77.64999999999998,30.345013477088948,742,4,746,41.30357142857143,32.154761904761905,135705.6,168,32,200,266.8,379.0,47082.0,40829.0,"[41429.0, 47082.0]","[41429.0, 47050.0]","[40829.0, 52175.0]",True,False,delivery_complete,delivery_complete,6253,5653.0,5621.0,6253.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K200_5,200,primary,42,1.18,1.2277,24.04,2.04,126,0,5,0.949,9,1.442,0.0,6,1.078,7,1.501,83.75,79.0,18,18,6.0,182,18,0,14,4.015,0.0,0.0,28,8.936,0.425,0.17,42.43,0.0,680.0,135995.0,135995.0,135842.5,31.403389830508473,36.225903614457835,200,200,0,0.0,1539.205,2329.0999999999995,0,0.9501500500166722,284,286,0.9261897544710518,0.938646215405135,0.9380053908355795,31.454545454545453,72.75,0,1.0756918972990996,294,296,0.8966353440436496,0.9244748249416472,0.9236859838274932,30.885135135135137,82.25,0,1.1288762920973658,300,301,0.8939072446195817,0.9279759919973325,0.9272237196765498,32.77076411960133,78.0,0,1.0781927309103034,296,297,0.8729918157017278,0.9008002667555852,0.8997641509433962,30.484848484848484,76.19999999999999,29.407363420427554,842,13,855,41.506024096385545,30.94578313253012,135995.0,166,34,200,265.58,353.3499999999999,47422.0,40824.0,"[41424.0, 47422.0]","[41424.0, 47360.0]","[40824.0, 52138.0]",True,False,delivery_complete,delivery_complete,6598,5998.0,5936.0,6598.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K200_5,200,primary,7,1.19,1.2605,24.04,2.0,126,0,6,1.045,8,1.543,0.0,7,1.032,7,1.453,86.0,84.0,17,17,5.99,183,17,0,13,3.762,0.0,0.0,30,8.977,0.45,0.12,42.32,0.0,676.4,135280.6,135280.6,135055.6,30.83275261324042,34.25284090909091,200,200,0,0.0,1536.72,2347.5499999999997,0,1.0412198391420913,296,298,0.8967722289890377,0.9142091152815014,0.9128807214565254,32.07382550335571,86.0,0,1.032004021447721,286,286,0.8865712545676004,0.9183981233243967,0.9181555215245873,30.678321678321677,81.25,0,0.989946380697051,279,279,0.8652557856272838,0.9120308310991957,0.9106687085247576,30.612903225806452,80.09999999999997,0,0.9876005361930295,283,285,0.8640377588306942,0.9036528150134048,0.9021609664794964,29.905263157894737,82.00000000000006,29.343434343434343,792,8,800,39.70454545454545,28.801136363636363,135280.6,176,24,200,264.27,362.0,47392.0,40824.0,"[41424.0, 47392.0]","[41424.0, 47301.0]","[40824.0, 52138.0]",True,False,delivery_complete,delivery_complete,6568,5968.0,5877.0,6568.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K200_5,200,primary,2026,1.16,1.2702,24.04,2.12,126,0,7,1.055,8,1.7,0.0,7,1.01,7,1.37,82.65,86.0,23,23,5.965,177,23,0,14,3.976,0.0,0.0,34,9.147,0.435,0.16,42.48,0.0,697.9,139581.1,139581.1,139488.6,32.66903283052351,37.044642857142854,200,200,0,0.0,1542.985,2352.5499999999993,0,1.0531271015467385,286,287,0.8558338423946243,0.8658372562205784,0.86497461928934,36.00696864111498,82.69999999999999,0,1.0065568258238062,283,283,0.8559865607819181,0.874915938130464,0.8742808798646362,29.462897526501767,79.89999999999998,0,0.9450235373234701,265,265,0.8092547342700062,0.8468392737054472,0.8482233502538071,33.094339622641506,83.79999999999998,0,1.0521183591123067,291,292,0.8645387904703726,0.890551445864156,0.8898477157360406,32.10958904109589,77.44999999999999,30.757614213197968,788,6,794,42.125,31.964285714285715,139581.1,168,32,200,270.52,362.2999999999999,47372.0,40824.0,"[41424.0, 47372.0]","[41424.0, 47334.0]","[40824.0, 52138.0]",True,False,delivery_complete,delivery_complete,6548,5948.0,5910.0,6548.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K200_6,200,primary,42,1.31,5.8857,27.18,2.5,122,0,10,1.031,11,1.538,0.0,7,1.051,8,1.646,89.75,75.75,25,25,6.0,175,24,1,16,4.185,0.0,0.0,33,8.71,0.425,0.17,42.45,0.0,710.3,142065.3,142065.3,141875.3,33.37040065412919,40.04819277108434,200,200,0,0.0,1516.61,2441.4999999999986,0,1.0249960943602563,303,304,0.9068704470789887,0.9167317606623965,0.9168247944339026,33.17434210526316,73.84999999999997,0,1.0465552257459771,312,313,0.8781602628195972,0.9025152319950008,0.9013282732447818,33.87859424920128,83.39999999999998,0,1.1251366973910326,312,312,0.8688758748750178,0.8984533666614591,0.8976913345983555,34.46474358974359,87.44999999999999,0,0.9996875488204968,293,294,0.8678760177117555,0.8934541477894079,0.8921568627450981,31.87074829931973,79.34999999999997,30.90990990990991,888,8,896,45.04819277108434,35.04819277108434,142065.3,166,34,200,275.845,368.7499999999998,47806.0,40805.0,"[41405.0, 47806.0]","[41405.0, 47729.0]","[40805.0, 52192.0]",True,False,delivery_complete,delivery_complete,7001,6401.0,6324.0,7001.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K200_6,200,primary,7,1.35,5.8661,27.18,2.5,123,0,7,0.982,11,1.548,0.0,7,1.076,9,1.603,102.25,90.0,25,25,5.99,175,24,1,14,4.007,0.0,0.0,33,8.868,0.45,0.12,42.52,0.0,726.7,145334.6,145334.6,145227.1,33.545155993431855,41.24431818181818,200,200,0,0.0,1515.49,2421.049999999999,0,0.9796620775969962,301,302,0.853403890160183,0.865613266583229,0.8667296786389413,33.7317880794702,85.0,0,1.071964956195244,310,310,0.8438215102974829,0.8695244055068836,0.8711405166981726,33.535483870967745,92.55000000000001,0,1.0824468085106382,312,313,0.8432494279176201,0.8848560700876095,0.8840579710144928,34.814696485623,91.0,0,1.010325406758448,293,293,0.8363844393592678,0.8707759699624531,0.869880277252678,32.00682593856655,88.39999999999998,30.458333333333332,864,7,871,50.42045454545455,32.06818181818182,145334.6,176,24,200,281.72,379.2999999999999,47797.0,40805.0,"[41405.0, 47797.0]","[41405.0, 47753.0]","[40805.0, 52192.0]",True,False,delivery_complete,delivery_complete,6992,6392.0,6348.0,6992.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
