scenario,K,tier,seed,wall_sec,drv_arrival_ia_cv2,drv_arrival_ia_mean_sec,drv_arrival_peak10_over_mean,drv_backlog_max,drv_dedicated_pax_mean,drv_dedicated_queue_mean,drv_deliv_per_floor_max,drv_deliv_per_floor_mean,drv_dispatch_queue_max,drv_ev1_pax_ge12_frac,drv_ev1_pax_max,drv_ev1_pax_mean,drv_ev1_queue_max,drv_ev1_queue_mean,drv_ev2_pax_ge12_frac,drv_ev2_pax_max,drv_ev2_pax_mean,drv_ev2_queue_max,drv_ev2_queue_mean,drv_ev3_pax_ge12_frac,drv_ev3_pax_max,drv_ev3_pax_mean,drv_ev3_queue_max,drv_ev3_queue_mean,drv_ev4_pax_ge12_frac,drv_ev4_pax_max,drv_ev4_pax_mean,drv_ev4_queue_max,drv_ev4_queue_mean,drv_evwait_down_p95_sec,drv_evwait_up_p95_sec,drv_fallback_cum_final,drv_fallback_n,drv_floor_burst10_max,drv_floor_mean,drv_n_bike,drv_n_car,drv_n_walk,drv_peds_waiting_max,drv_peds_waiting_mean,drv_rider_wait_max_sec,drv_rider_wait_mean_sec,drv_riders_in_building_max,drv_riders_in_building_mean,drv_riders_in_service_mean,drv_riders_waiting_ev_max,drv_riders_waiting_ev_mean,drv_service_time_mean_sec,drv_share_floor_le5,drv_shared_ev_ids,drv_shared_pax_ge12_frac_all,drv_shared_pax_ge12_frac_any,drv_shared_pax_mean,drv_shared_queue_mean,drv_stairs_share,drv_walked_m_mean,drv_window_used,kpi.building.capex_total_krw,kpi.building.cost_per_order_krw,kpi.building.opex_running_krw,kpi.building.opex_running_krw_delivery,kpi.building.opex_running_krw_orderspan,kpi.building.w_ev_mean_all_sec,kpi.building.w_ev_mean_riders_sec,kpi.customer.n_delivered,kpi.customer.n_orders,kpi.customer.n_sla_violations,kpi.customer.sla_violation_rate,kpi.customer.t_e2e_mean_sec,kpi.customer.t_e2e_p95_sec,kpi.elevator.EV1.capacity_violations,kpi.elevator.EV1.mean_passengers_delivery,kpi.elevator.EV1.n_alights,kpi.elevator.EV1.n_boardings,kpi.elevator.EV1.n_boardings_by_kind.pedestrian,kpi.elevator.EV1.n_boardings_by_kind.rider,kpi.elevator.EV1.shared_with_robot,kpi.elevator.EV1.utilization,kpi.elevator.EV1.utilization_delivery,kpi.elevator.EV1.utilization_orderspan,kpi.elevator.EV1.w_ev_mean_by_kind_sec.pedestrian,kpi.elevator.EV1.w_ev_mean_by_kind_sec.rider,kpi.elevator.EV1.w_ev_mean_sec,kpi.elevator.EV1.w_ev_p95_by_kind_sec.pedestrian,kpi.elevator.EV1.w_ev_p95_by_kind_sec.rider,kpi.elevator.EV1.w_ev_p95_sec,kpi.elevator.EV2.capacity_violations,kpi.elevator.EV2.mean_passengers_delivery,kpi.elevator.EV2.n_alights,kpi.elevator.EV2.n_boardings,kpi.elevator.EV2.n_boardings_by_kind.pedestrian,kpi.elevator.EV2.n_boardings_by_kind.rider,kpi.elevator.EV2.shared_with_robot,kpi.elevator.EV2.utilization,kpi.elevator.EV2.utilization_delivery,kpi.elevator.EV2.utilization_orderspan,kpi.elevator.EV2.w_ev_mean_by_kind_sec.pedestrian,kpi.elevator.EV2.w_ev_mean_by_kind_sec.rider,kpi.elevator.EV2.w_ev_mean_sec,kpi.elevator.EV2.w_ev_p95_by_kind_sec.pedestrian,kpi.elevator.EV2.w_ev_p95_by_kind_sec.rider,kpi.elevator.EV2.w_ev_p95_sec,kpi.elevator.EV3.capacity_violations,kpi.elevator.EV3.mean_passengers_delivery,kpi.elevator.EV3.n_alights,kpi.elevator.EV3.n_boardings,kpi.elevator.EV3.n_boardings_by_kind.pedestrian,kpi.elevator.EV3.n_boardings_by_kind.rider,kpi.elevator.EV3.shared_with_robot,kpi.elevator.EV3.utilization,kpi.elevator.EV3.utilization_delivery,kpi.elevator.EV3.utilization_orderspan,kpi.elevator.EV3.w_ev_mean_by_kind_sec.pedestrian,kpi.elevator.EV3.w_ev_mean_by_kind_sec.rider,kpi.elevator.EV3.w_ev_mean_sec,kpi.elevator.EV3.w_ev_p95_by_kind_sec.pedestrian,kpi.elevator.EV3.w_ev_p95_by_kind_sec.rider,kpi.elevator.EV3.w_ev_p95_sec,kpi.elevator.EV4.capacity_violations,kpi.elevator.EV4.mean_passengers_delivery,kpi.elevator.EV4.n_alights,kpi.elevator.EV4.n_boardings,kpi.elevator.EV4.n_boardings_by_kind.pedestrian,kpi.elevator.EV4.n_boardings_by_kind.rider,kpi.elevator.EV4.shared_with_robot,kpi.elevator.EV4.utilization,kpi.elevator.EV4.utilization_delivery,kpi.elevator.EV4.utilization_orderspan,kpi.elevator.EV4.w_ev_mean_by_kind_sec.pedestrian,kpi.elevator.EV4.w_ev_mean_by_kind_sec.rider,kpi.elevator.EV4.w_ev_mean_sec,kpi.elevator.EV4.w_ev_p95_by_kind_sec.pedestrian,kpi.elevator.EV4.w_ev_p95_by_kind_sec.rider,kpi.elevator.EV4.w_ev_p95_sec,kpi.pedestrian.ev_wait_mean_sec,kpi.pedestrian.n_completed,kpi.pedestrian.n_in_building_at_end,kpi.pedestrian.n_spawned,kpi.rider.ev_wait_down_mean_sec,kpi.rider.ev_wait_up_mean_sec,kpi.rider.lobby_cost_total_krw,kpi.rider.n_by_mode.elevator,kpi.rider.n_by_mode.stairs,kpi.rider.n_exited,kpi.rider.t_lobby_mean_sec,kpi.rider.t_lobby_p95_sec,kpi.simulation.clock_end_sec,kpi.simulation.clock_start_sec,kpi.simulation.delivery_window_sec,kpi.simulation.orderspan_window_sec,kpi.simulation.ped_window_sec,kpi.simulation.scenario_window,kpi.simulation.terminated_by_cap,kpi.simulation.termination_policy,kpi.simulation.termination_reason,kpi.simulation.ticks,kpi.simulation.wall_span_delivery_sec,kpi.simulation.wall_span_orderspan_sec,kpi.simulation.wall_span_sec,kpi.simulation.warmup.head_sec,kpi.simulation.warmup.lookback_sec,kpi.simulation.warmup.ped_boardings_per_min,kpi.simulation.warmup.peds_at_first_order,kpi.simulation.warmup.peds_waiting_at_first_order,kpi.simulation.warmup.util_at_first_order,kpi.simulation.warmup_sec,kpi.simulation.window_policy
K100_7,100,primary,2026,1.46,1.7594,50.35,2.0700000000000003,57,0.795,0.954,14,11.111,0,0.0,6,0.826,6,1.011,0.0,5,0.764,7,0.897,0.0,4,0.705,5,0.958,0.0,6,0.768,5,0.857,63.0,72.40000000000003,4,4,5,5.99,96,4,0,12,2.941,0.0,0.0,15,4.215,2.102,6,0.781,122.4,0.44,EV3|EV4,0.0,0.0,0.736,0.907,0.18,43.12,delivery,0.0,750.1,75013.9,75013.9,74894.7,23.838329764453963,27.73170731707317,100,100,0,0.0,1673.54,2625.7,0,0.8265498883736906,247,247,197,50,False,0.8307644402926981,0.8383994504550919,0.8372816877053433,23.878172588832488,27.32,24.574898785425102,69.19999999999999,61.19999999999999,69.0,0,0.7642108878584922,235,238,195,43,False,0.8151953915615756,0.8303280096170359,0.829154418122082,22.43076923076923,25.069767441860463,22.907563025210084,56.599999999999966,53.8,56.299999999999955,0,0.7049630774514855,219,220,182,38,True,0.7913747470029581,0.8279237506439979,0.8267335293100467,23.686813186813186,34.55263157894737,25.563636363636363,68.79999999999995,86.89999999999999,73.0,0,0.766958612399107,228,229,196,33,True,0.8050755098863459,0.82551949167096,0.8243126404980115,22.081632653061224,23.96969696969697,22.353711790393014,68.75,50.4,65.0,22.93202614379085,765,12,777,31.158536585365855,24.304878048780488,75013.9,82,18,100,245.5,328.54999999999995,47270.0,40847.0,"[41447.0, 47270.0]","[41447.0, 47230.0]","[40847.0, 52174.0]",True,False,delivery_complete,delivery_complete,6423,5823.0,5783.0,6423.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K100_8,100,primary,42,1.23,1.765,50.79,2.25,53,0.838,1.09,17,11.111,0,0.0,5,0.879,6,1.159,0.0,4,0.798,4,1.021,0.0,5,0.863,5,1.165,0.0,5,0.869,6,1.008,83.24999999999997,57.54999999999998,11,11,8,6.26,89,11,0,13,3.54,0.0,0.0,15,4.225,2.1,7,0.813,126.6,0.36,EV3|EV4,0.0,0.0,0.866,1.087,0.16,43.2,delivery,0.0,778.2,77825.0,77825.0,77614.2,26.461312438785505,29.160714285714285,100,100,0,0.0,1621.53,2444.3999999999996,0,0.879044300647088,269,270,224,46,False,0.9168552889693677,0.9283225485316078,0.9274802753063622,26.678571428571427,27.130434782608695,26.755555555555556,68.85,73.5,70.64999999999995,0,0.7979094076655052,247,248,217,31,False,0.8629847593179417,0.8873403019744484,0.8860164512338425,25.129032258064516,25.93548387096774,25.22983870967742,62.0,56.5,62.0,0,0.8622863779658205,250,250,205,45,True,0.8664554096876415,0.897627343620375,0.8964243746852443,28.44390243902439,31.844444444444445,29.056,67.0,73.19999999999997,67.54999999999998,0,0.8694209391073503,253,253,207,46,True,0.8252602987777274,0.8481831757093081,0.8469028034245426,23.468599033816425,30.73913043478261,24.790513833992094,68.69999999999999,84.75,70.0,25.816470588235294,850,9,859,33.773809523809526,24.547619047619047,77825.0,84,16,100,254.7,331.45,47434.0,40807.0,"[41407.0, 47434.0]","[41407.0, 47364.0]","[40807.0, 52196.0]",True,False,delivery_complete,delivery_complete,6627,6027.0,5957.0,6627.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K100_8,100,primary,7,1.28,1.8987,50.79,2.25,53,0.818,0.974,17,11.111,0,0.0,5,0.797,6,0.996,0.0,6,0.839,7,0.953,0.0,6,0.788,6,0.953,0.0,5,0.77,7,0.92,67.0,62.99999999999997,10,10,4,5.93,90,10,0,12,2.983,0.0,0.0,18,4.242,2.099,8,0.838,126.0,0.46,EV3|EV4,0.0,0.0,0.779,0.936,0.11,43.98,delivery,0.0,778.2,77815.8,77815.8,77638.6,24.120162932790222,28.275280898876403,100,100,0,0.0,1621.17,2510.6,0,0.7969348659003831,249,250,202,48,False,0.8435559594123883,0.8555722138930535,0.8541386271870794,24.584158415841586,27.395833333333332,25.124,64.0,61.19999999999999,64.0,0,0.8389138763951358,250,254,215,39,False,0.8117522338331061,0.8359153756455105,0.835464333781965,21.98139534883721,31.23076923076923,23.401574803149607,60.29999999999998,58.2,60.0,0,0.7879393636515076,237,238,196,42,True,0.797819173103135,0.8375812093953023,0.8359690444145357,23.9234693877551,27.142857142857142,24.491596638655462,70.25,67.94999999999999,70.0,0,0.769615192403798,240,240,191,49,True,0.8100863243980009,0.8440779610194903,0.8425302826379543,22.36649214659686,27.755102040816325,23.466666666666665,60.0,62.39999999999998,60.04999999999998,23.2406015037594,798,16,814,32.235955056179776,24.314606741573034,77815.8,89,11,100,254.67,311.25,47410.0,40807.0,"[41407.0, 47410.0]","[41407.0, 47351.0]","[40807.0, 52196.0]",True,False,delivery_complete,delivery_complete,6603,6003.0,5944.0,6603.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K100_8,100,primary,2026,1.16,1.8861,50.79,2.25,53,0.758,0.999,14,11.111,0,0.0,5,0.752,5,0.983,0.0,5,0.764,6,1.015,0.0,6,0.753,8,0.945,0.0,7,0.805,6,0.95,80.95,62.900000000000006,11,11,5,5.99,89,11,0,13,3.073,0.0,0.0,18,4.234,2.118,8,0.819,126.6,0.44,EV3|EV4,0.0,0.0,0.779,0.947,0.18,42.96,delivery,0.0,773.4,77339.2,77339.2,77250.6,25.10751565762004,29.859756097560975,100,100,0,0.0,1619.33,2517.45,0,0.751882215158106,235,235,195,40,False,0.8003649080127718,0.80475154759913,0.8037666050109299,25.71794871794872,27.9,26.08936170212766,71.29999999999998,68.59999999999997,71.29999999999998,0,0.763761084155931,232,232,199,33,False,0.8021894480766307,0.8156265685126317,0.8173869177736673,25.22613065326633,38.666666666666664,27.137931034482758,62.29999999999998,76.79999999999998,65.44999999999999,0,0.7533879872845909,235,237,200,37,True,0.7892656226242968,0.8246612012715409,0.8237766941314949,23.61,27.62162162162162,24.236286919831223,65.09999999999997,87.0,69.39999999999998,0,0.80475154759913,254,254,200,54,True,0.8064467082256348,0.8265015894261335,0.8271397343198251,21.995,27.462962962962962,23.15748031496063,68.19999999999993,68.69999999999999,68.69999999999999,24.02528445006321,791,5,796,36.951219512195124,22.76829268292683,77339.2,82,18,100,253.11,335.79999999999995,47384.0,40807.0,"[41407.0, 47384.0]","[41407.0, 47354.0]","[40807.0, 52196.0]",True,False,delivery_complete,delivery_complete,6577,5977.0,5947.0,6577.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K100_9,100,primary,42,0.93,1.3962,48.03,1.52,53,0.821,1.089,17,11.111,0,0.0,5,0.805,6,1.081,0.0,6,0.838,5,1.096,0.0,8,0.954,8,1.205,0.0,5,0.767,6,0.885,73.69999999999999,60.54999999999998,8,8,6,6.26,91,7,2,15,3.509,0.0,0.0,13,4.094,2.039,7,0.758,124.2,0.36,EV3|EV4,0.0,0.0,0.861,1.045,0.16,43.36,delivery,0.0,812.9,81290.3,81290.3,81176.9,26.10301263362488,27.49404761904762,100,100,0,0.0,1659.76,2581.7499999999995,0,0.8049261083743843,255,256,215,41,False,0.873542600896861,0.880623973727422,0.8832369942196532,25.474418604651163,35.19512195121951,27.03125,62.0,87.0,65.0,0,0.8379310344827586,262,262,220,42,False,0.8713004484304933,0.8962233169129721,0.8981007431874484,26.163636363636364,24.238095238095237,25.85496183206107,70.0,55.699999999999974,68.94999999999999,0,0.9540229885057471,266,266,234,32,True,0.8748878923766816,0.906568144499179,0.9090008257638316,28.307692307692307,29.875,28.49624060150376,70.69999999999999,75.54999999999998,71.5,0,0.767487684729064,245,245,192,53,True,0.8216741405082212,0.8440065681444991,0.8447563996696945,22.833333333333332,22.67924528301887,22.8,59.349999999999966,56.99999999999999,59.599999999999966,25.856976744186046,860,2,862,31.05952380952381,23.928571428571427,81290.3,84,16,100,249.36,326.29999999999995,47552.0,40862.0,"[41462.0, 47552.0]","[41462.0, 47517.0]","[40862.0, 52157.0]",True,False,delivery_complete,delivery_complete,6690,6090.0,6055.0,6690.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K100_9,100,primary,7,1.14,1.408,48.03,1.52,54,0.819,0.994,17,11.111,0,0.0,7,0.838,6,1.023,0.0,5,0.8,5,0.964,0.0,4,0.731,6,0.999,0.0,5,0.796,6,0.953,60.79999999999998,70.0,10,10,6,5.93,89,9,2,11,3.165,0.0,0.0,13,4.165,2.092,6,0.774,125.4,0.46,EV3|EV4,0.0,0.0,0.764,0.976,0.11,44.0,delivery,0.0,815.3,81530.3,81530.3,81386.9,24.93551688843398,26.06741573033708,100,100,0,0.0,1662.75,2636.6,0,0.8377837116154874,260,261,208,53,False,0.8299453883495146,0.8406208277703605,0.8394418291862811,25.125,23.0188679245283,24.697318007662837,60.0,64.39999999999999,60.0,0,0.8000667556742324,242,242,203,39,False,0.8417779126213593,0.8689919893190922,0.8680228648285138,23.423645320197043,31.435897435897434,24.714876033057852,59.0,70.2,63.849999999999966,0,0.7313084112149533,230,231,194,37,True,0.7997572815533981,0.8397863818424566,0.8386012104909213,26.257731958762886,26.675675675675677,26.324675324675326,62.69999999999999,63.79999999999998,63.5,0,0.7962283044058746,243,243,194,49,True,0.8017293689320388,0.8349465954606141,0.8350706119704102,23.95360824742268,24.632653061224488,24.090534979423868,64.35,55.39999999999998,64.0,24.71105527638191,796,15,811,28.280898876404493,23.853932584269664,81530.3,89,11,100,249.6,317.15,47454.0,40862.0,"[41462.0, 47454.0]","[41462.0, 47410.0]","[40862.0, 52157.0]",True,False,delivery_complete,delivery_complete,6592,5992.0,5948.0,6592.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K100_9,100,primary,2026,0.93,1.3573,48.03,1.52,53,0.756,0.947,14,11.111,0,0.0,5,0.74,5,0.97,0.0,5,0.773,5,0.924,0.0,5,0.74,6,0.999,0.0,6,0.857,5,1.105,73.95,59.95,11,11,4,5.99,88,10,2,13,3.226,0.0,0.0,15,4.144,2.084,6,0.772,126.0,0.44,EV3|EV4,0.0,0.0,0.798,1.052,0.18,43.04,delivery,0.0,818.8,81879.9,81879.9,81726.5,25.788819875776397,28.45731707317073,100,100,0,0.0,1662.66,2596.2999999999997,0,0.7399933840555739,233,234,192,42,False,0.824706590430334,0.8314588157459477,0.8308051341890315,26.317708333333332,25.666666666666668,26.200854700854702,71.44999999999999,63.699999999999974,71.35,0,0.7724115117433014,238,240,203,37,False,0.815076737887451,0.8296394310287794,0.8283047174529088,23.36945812807882,28.83783783783784,24.2125,65.79999999999995,71.39999999999999,67.04999999999998,0,0.7398279854449222,230,230,182,48,True,0.7867890460427325,0.8215348991068475,0.8208034672445408,25.675824175824175,30.1875,26.617391304347827,72.79999999999995,73.94999999999999,74.09999999999997,0,0.8561032087330467,260,262,225,37,True,0.8254589226602468,0.8471716837578565,0.8493082180363394,25.666666666666668,29.0,26.137404580152673,74.79999999999998,59.19999999999995,72.0,25.26097867001255,797,10,807,32.329268292682926,24.585365853658537,81879.9,82,18,100,250.56,312.05,47508.0,40862.0,"[41462.0, 47508.0]","[41462.0, 47461.0]","[40862.0, 52157.0]",True,False,delivery_complete,delivery_complete,6646,6046.0,5999.0,6646.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K200_1,200,primary,42,2.34,3.3995,26.62,1.485,96,1.109,1.659,28,22.222,0,0.0,8,1.199,11,1.726,0.0,6,1.02,7,1.592,0.0,6,0.974,9,1.574,0.0,6,0.954,8,1.249,82.75,86.0,14,14,9,6.0,186,14,0,18,4.163,0.0,0.0,24,8.491,3.969,9,1.977,124.2,0.425,EV3|EV4,0.0,0.0,0.964,1.411,0.17,42.58,delivery,0.0,602.5,120491.7,120491.7,120413.9,32.58970099667774,37.256024096385545,200,200,0,0.0,1606.105,2574.8999999999996,0,1.1989771455969314,329,330,244,86,False,0.9251859413737786,0.9370305258110916,0.9395595563414242,32.01639344262295,38.651162790697676,33.74545454545454,88.85,86.0,87.55000000000001,0,1.0198178040594534,307,308,224,84,False,0.8980603762578387,0.9248841297746524,0.9244494454267803,30.058035714285715,38.976190476190474,32.49025974025974,76.69999999999999,86.39999999999998,81.29999999999995,0,0.9733098929199296,280,281,202,79,True,0.8910602304214671,0.9234457407703373,0.9246101912875744,34.4009900990099,39.734177215189874,35.90035587188612,77.94999999999999,79.09999999999994,78.0,0,0.954451014863353,284,285,202,83,True,0.8671430654805309,0.8932395716797187,0.8926217649895515,26.60891089108911,31.710843373493976,28.094736842105263,68.94999999999999,79.0,73.60000000000002,30.89516129032258,868,7,875,40.22289156626506,34.28915662650602,120491.7,166,34,200,265.685,356.0,47674.0,40817.0,"[41417.0, 47674.0]","[41417.0, 47638.0]","[40817.0, 52197.0]",True,False,delivery_complete,delivery_complete,6857,6257.0,6221.0,6857.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K200_1,200,primary,7,2.38,3.3121,26.62,1.485,95,1.024,1.583,30,22.222,0,0.0,6,1.108,6,1.605,0.0,8,0.94,8,1.562,0.0,10,1.074,10,1.462,0.0,7,1.0,8,1.494,78.0,82.25,14,14,8,5.99,186,13,1,15,3.997,0.0,0.0,23,8.692,3.992,9,2.124,123.9,0.45,EV3|EV4,0.0,0.0,1.037,1.478,0.12,42.22,delivery,0.0,610.9,122171.5,122171.5,122107.1,32.557046979865774,37.45738636363637,200,200,0,0.0,1607.285,2510.95,0,1.1079600386722526,304,305,219,86,False,0.9127240669997061,0.9310344827586207,0.930699481865285,31.735159817351597,38.55813953488372,33.65901639344262,83.39999999999998,85.0,85.0,0,0.9398968739929101,295,295,196,99,False,0.8665883044372612,0.8952626490493071,0.8947538860103627,30.602040816326532,39.535353535353536,33.6,77.5,82.1,79.30000000000001,0,1.073799548823719,294,296,209,87,True,0.8590949162503673,0.9034805027392846,0.9030116580310881,30.406698564593302,32.55172413793103,31.03716216216216,73.6,72.0,73.25,0,1.000322268772156,295,296,216,80,True,0.8693799588598295,0.9079922655494682,0.9080310880829016,29.25925925925926,39.0375,31.902027027027028,72.0,77.05,74.0,30.582035928143714,835,9,844,41.52840909090909,33.38636363636363,122171.5,176,24,200,269.76,346.04999999999995,47623.0,40817.0,"[41417.0, 47623.0]","[41417.0, 47593.0]","[40817.0, 52197.0]",True,False,delivery_complete,delivery_complete,6806,6206.0,6176.0,6806.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K200_1,200,primary,2026,2.35,3.3187,26.62,1.485,96,0.978,1.409,28,22.222,0,0.0,8,0.971,8,1.37,0.0,9,0.984,10,1.448,0.0,8,0.988,8,1.371,0.0,6,0.98,6,1.24,76.0,83.95000000000002,7,7,8,5.965,193,6,1,14,3.598,0.0,0.0,24,8.35,3.925,9,1.831,121.8,0.435,EV3|EV4,0.0,0.0,0.984,1.305,0.16,42.56,delivery,0.0,580.2,116041.9,116041.9,115977.5,29.809853068280034,33.81547619047619,200,200,0,0.0,1598.49,2548.8999999999996,0,0.9716403480502739,289,289,199,90,False,0.8604172788715839,0.8704479535932969,0.8746761658031088,27.09045226130653,37.522222222222226,30.33910034602076,74.29999999999998,87.19999999999999,82.0,0,0.9835642926200451,287,288,202,86,False,0.8507199529826623,0.8683532065742829,0.8678756476683938,29.856435643564357,37.05813953488372,32.00694444444444,82.0,83.25,83.94999999999993,0,0.9883983242023848,289,290,202,88,True,0.8523361739641493,0.8925233644859814,0.8920012953367875,28.757425742574256,31.75,29.66551724137931,75.94999999999999,67.24999999999996,75.55000000000001,0,0.9788913954237835,287,290,218,72,True,0.8660005877167205,0.8910731550112794,0.8915155440414507,27.05045871559633,27.833333333333332,27.244827586206895,70.29999999999995,65.9,69.0,28.285539215686274,816,5,821,37.232142857142854,30.398809523809526,116041.9,168,32,200,259.145,337.15,47623.0,40817.0,"[41417.0, 47623.0]","[41417.0, 47593.0]","[40817.0, 52197.0]",True,False,delivery_complete,delivery_complete,6806,6206.0,6176.0,6806.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K200_2,200,primary,42,2.62,5.6729,30.6,2.0349999999999997,99,1.051,1.485,28,22.222,0,0.0,8,1.059,9,1.498,0.0,7,1.043,7,1.472,0.0,5,0.951,7,1.36,0.0,6,0.986,8,1.376,83.0,71.75,4,4,7,6.0,196,3,1,13,3.975,0.0,0.0,25,7.635,3.555,9,1.73,120.9,0.425,EV3|EV4,0.0,0.0,0.968,1.368,0.17,42.47,delivery,0.0,578.9,115789.4,115789.4,115707.2,31.09717868338558,35.44277108433735,200,200,0,0.0,1634.35,2410.899999999999,0,1.05866784296427,336,336,252,84,False,0.914471017430077,0.924422878988384,0.9262161762531421,28.738095238095237,39.07142857142857,31.321428571428573,78.44999999999999,80.0,79.25,0,1.042787825319806,315,316,229,87,False,0.889069044723686,0.9129539773562712,0.9124648824486175,31.489082969432314,33.51724137931034,32.04746835443038,83.6,80.0,83.25,0,0.9504484634612557,307,307,228,79,True,0.8969058235373598,0.9272165857962065,0.9324264379713145,30.82894736842105,31.139240506329113,30.908794788273617,71.64999999999998,68.29999999999998,71.0,0,0.9863255403617115,316,317,235,82,True,0.8455614106201864,0.8676665196294663,0.8669229631820198,27.365957446808512,37.91463414634146,30.094637223974765,69.0,75.95,71.19999999999999,29.57430997876858,942,3,945,40.5722891566265,30.313253012048193,115789.4,166,34,200,259.67,332.09999999999997,48207.0,40806.0,"[41406.0, 48207.0]","[41406.0, 48169.0]","[40806.0, 52168.0]",True,False,delivery_complete,delivery_complete,7401,6801.0,6763.0,7401.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K200_2,200,primary,7,2.58,5.6905,30.6,2.0349999999999997,99,0.996,1.483,30,22.222,0,0.0,5,1.026,8,1.597,0.0,8,0.965,8,1.37,0.0,6,1.016,7,1.43,0.0,10,0.972,12,1.34,88.25,80.25,3,3,11,5.99,197,3,0,13,3.875,0.0,0.0,27,7.796,3.575,10,1.861,120.9,0.45,EV3|EV4,0.0,0.0,0.994,1.385,0.12,42.53,delivery,0.0,588.5,117696.7,117696.7,117632.2,31.236779794790845,35.75568181818182,200,200,0,0.0,1637.07,2387.7499999999995,0,1.026027802425318,323,323,240,83,False,0.8906547133930997,0.9055013309671694,0.9050802139037433,32.69166666666667,39.54216867469879,34.45201238390093,80.14999999999995,90.69999999999997,83.89999999999998,0,0.9652469683525584,313,313,210,103,False,0.8571040478130942,0.8825791186039633,0.8826500297088532,28.166666666666668,34.43689320388349,30.230031948881788,72.54999999999998,84.29999999999994,76.0,0,1.0161194912747709,323,323,234,89,True,0.86960065199674,0.9112688553682342,0.9153297682709447,28.713675213675213,34.42696629213483,30.287925696594428,70.35,84.79999999999998,76.0,0,0.9720496894409938,307,308,231,77,True,0.8511274110296115,0.8849452824608104,0.8844325609031491,28.186147186147185,34.97402597402598,29.883116883116884,81.5,82.0,82.0,29.50602409638554,913,6,919,40.61931818181818,30.892045454545453,117696.7,176,24,200,263.625,350.09999999999997,48168.0,40806.0,"[41406.0, 48168.0]","[41406.0, 48138.0]","[40806.0, 52168.0]",True,False,delivery_complete,delivery_complete,7362,6762.0,6732.0,7362.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K200_2,200,primary,2026,2.59,5.7194,30.6,2.0349999999999997,98,0.949,1.288,28,22.222,0,0.0,7,0.966,8,1.272,0.0,7,0.932,8,1.305,0.0,6,0.896,7,1.28,0.0,7,1.005,9,1.421,90.65,72.65,3,3,9,5.965,197,2,1,13,3.533,0.0,0.0,24,7.7,3.566,11,1.745,120.6,0.435,EV3|EV4,0.0,0.0,0.95,1.35,0.16,42.44,delivery,0.0,579.6,115911.7,115911.7,115847.2,29.854440789473685,35.11607142857143,200,200,0,0.0,1634.855,2402.3999999999996,0,0.966430050280982,303,305,238,67,False,0.8450149415919587,0.8528541851523218,0.8521984551396317,27.45378151260504,34.52238805970149,29.00655737704918,83.14999999999998,90.79999999999998,85.60000000000002,0,0.9315291333924874,307,307,222,85,False,0.8484107579462102,0.8643892339544513,0.8637849079025549,26.3018018018018,36.811764705882354,29.21172638436482,65.0,81.0,71.39999999999998,0,0.8964803312629399,300,302,207,95,True,0.7901385493072535,0.8215025140490979,0.8207070707070707,26.77777777777778,33.78947368421053,28.983443708609272,70.0,73.29999999999997,70.0,0,1.0039929015084295,301,302,213,89,True,0.8238250475414289,0.8430937592428276,0.8423945335710041,30.929577464788732,35.359550561797754,32.235099337748345,86.0,79.6,85.94999999999999,27.83963344788087,873,13,886,40.50595238095238,29.726190476190474,115911.7,168,32,200,260.36,345.04999999999995,48168.0,40806.0,"[41406.0, 48168.0]","[41406.0, 48138.0]","[40806.0, 52168.0]",True,False,delivery_complete,delivery_complete,7362,6762.0,6732.0,7362.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
