agent,K,metric,value,scenario
elevator,200,w_ev_ped_p95_sec,79.3458,K200_9
elevator,300,w_ev_ped_p95_sec,89.7625,K300_1
elevator,300,w_ev_ped_p95_sec,87.6292,K300_2
elevator,300,w_ev_ped_p95_sec,87.5167,K300_3
elevator,300,w_ev_ped_p95_sec,89.1333,K300_4
elevator,300,w_ev_ped_p95_sec,87.9417,K300_5
elevator,300,w_ev_ped_p95_sec,87.4625,K300_6
elevator,300,w_ev_ped_p95_sec,91.5875,K300_7
elevator,300,w_ev_ped_p95_sec,89.7083,K300_8
elevator,50,w_ev_ped_p95_sec,60.0542,K50_1
elevator,50,w_ev_ped_p95_sec,60.8042,K50_2
elevator,100,pax_ge12_frac,0.0,K100_1
elevator,100,pax_ge12_frac,0.0,K100_2
elevator,100,pax_ge12_frac,0.0,K100_3
elevator,100,pax_ge12_frac,0.0,K100_4
elevator,100,pax_ge12_frac,0.0,K100_5
elevator,100,pax_ge12_frac,0.0,K100_6
elevator,100,pax_ge12_frac,0.0,K100_7
elevator,100,pax_ge12_frac,0.0,K100_8
elevator,100,pax_ge12_frac,0.0,K100_9
elevator,200,pax_ge12_frac,0.0,K200_1
elevator,200,pax_ge12_frac,0.0,K200_2
elevator,200,pax_ge12_frac,0.0002,K200_3
elevator,200,pax_ge12_frac,0.0003,K200_4
elevator,200,pax_ge12_frac,0.0,K200_5
elevator,200,pax_ge12_frac,0.0,K200_6
elevator,200,pax_ge12_frac,0.0,K200_7
elevator,200,pax_ge12_frac,0.0,K200_8
elevator,200,pax_ge12_frac,0.0,K200_9
elevator,300,pax_ge12_frac,0.0001,K300_1
elevator,300,pax_ge12_frac,0.0,K300_2
elevator,300,pax_ge12_frac,0.0004,K300_3
elevator,300,pax_ge12_frac,0.0,K300_4
elevator,300,pax_ge12_frac,0.0001,K300_5
elevator,300,pax_ge12_frac,0.0002,K300_6
elevator,300,pax_ge12_frac,0.0006,K300_7
elevator,300,pax_ge12_frac,0.0006,K300_8
elevator,50,pax_ge12_frac,0.0,K50_1
elevator,50,pax_ge12_frac,0.0,K50_2
elevator,100,pax_max_series,6.0,K100_1
elevator,100,pax_max_series,6.6667,K100_2
elevator,100,pax_max_series,6.3333,K100_3
elevator,100,pax_max_series,6.3333,K100_4
elevator,100,pax_max_series,6.6667,K100_5
elevator,100,pax_max_series,5.6667,K100_6
elevator,100,pax_max_series,6.3333,K100_7
elevator,100,pax_max_series,6.0,K100_8
elevator,100,pax_max_series,7.0,K100_9
elevator,200,pax_max_series,9.0,K200_1
elevator,200,pax_max_series,8.3333,K200_2
elevator,200,pax_max_series,9.3333,K200_3
elevator,200,pax_max_series,11.3333,K200_4
elevator,200,pax_max_series,7.6667,K200_5
elevator,200,pax_max_series,9.6667,K200_6
elevator,200,pax_max_series,8.6667,K200_7
elevator,200,pax_max_series,9.3333,K200_8
elevator,200,pax_max_series,9.0,K200_9
elevator,300,pax_max_series,10.6667,K300_1
elevator,300,pax_max_series,9.0,K300_2
elevator,300,pax_max_series,10.6667,K300_3
elevator,300,pax_max_series,9.6667,K300_4
elevator,300,pax_max_series,10.3333,K300_5
elevator,300,pax_max_series,11.3333,K300_6
elevator,300,pax_max_series,12.3333,K300_7
elevator,300,pax_max_series,13.0,K300_8
elevator,50,pax_max_series,6.3333,K50_1
elevator,50,pax_max_series,6.0,K50_2
elevator,100,queue_max,7.6667,K100_1
elevator,100,queue_max,7.6667,K100_2
elevator,100,queue_max,6.0,K100_3
elevator,100,queue_max,7.3333,K100_4
elevator,100,queue_max,7.3333,K100_5
elevator,100,queue_max,7.0,K100_6
elevator,100,queue_max,7.0,K100_7
elevator,100,queue_max,7.0,K100_8
elevator,100,queue_max,6.6667,K100_9
elevator,200,queue_max,10.3333,K200_1
elevator,200,queue_max,10.0,K200_2
elevator,200,queue_max,9.6667,K200_3
elevator,200,queue_max,12.6667,K200_4
elevator,200,queue_max,8.3333,K200_5
elevator,200,queue_max,11.0,K200_6
elevator,200,queue_max,8.6667,K200_7
elevator,200,queue_max,9.3333,K200_8
elevator,200,queue_max,9.6667,K200_9
elevator,300,queue_max,12.0,K300_1
elevator,300,queue_max,10.6667,K300_2
elevator,300,queue_max,13.6667,K300_3
elevator,300,queue_max,11.3333,K300_4
elevator,300,queue_max,10.6667,K300_5
elevator,300,queue_max,12.6667,K300_6
elevator,300,queue_max,12.6667,K300_7
elevator,300,queue_max,13.0,K300_8
elevator,50,queue_max,6.6667,K50_1
elevator,50,queue_max,6.0,K50_2
elevator_dedicated,100,n_boardings,525.6667,K100_1
elevator_dedicated,100,n_boardings,542.3333,K100_2
elevator_dedicated,100,n_boardings,463.6667,K100_3
elevator_dedicated,100,n_boardings,523.0,K100_4
elevator_dedicated,100,n_boardings,481.0,K100_5
elevator_dedicated,100,n_boardings,455.3333,K100_6
elevator_dedicated,100,n_boardings,486.3333,K100_7
elevator_dedicated,100,n_boardings,496.3333,K100_8
elevator_dedicated,100,n_boardings,498.3333,K100_9
elevator_dedicated,200,n_boardings,605.0,K200_1
elevator_dedicated,200,n_boardings,633.3333,K200_2
elevator_dedicated,200,n_boardings,625.6667,K200_3
elevator_dedicated,200,n_boardings,544.6667,K200_4
elevator_dedicated,200,n_boardings,578.6667,K200_5
elevator_dedicated,200,n_boardings,605.0,K200_6
elevator_dedicated,200,n_boardings,635.0,K200_7
elevator_dedicated,200,n_boardings,604.6667,K200_8
elevator_dedicated,200,n_boardings,583.3333,K200_9
elevator_dedicated,300,n_boardings,630.6667,K300_1
elevator_dedicated,300,n_boardings,673.6667,K300_2
elevator_dedicated,300,n_boardings,674.3333,K300_3
elevator_dedicated,300,n_boardings,736.0,K300_4
elevator_dedicated,300,n_boardings,671.3333,K300_5
elevator_dedicated,300,n_boardings,694.6667,K300_6
elevator_dedicated,300,n_boardings,675.6667,K300_7
elevator_dedicated,300,n_boardings,678.3333,K300_8
elevator_dedicated,50,n_boardings,436.6667,K50_1
elevator_dedicated,50,n_boardings,458.6667,K50_2
elevator_dedicated,100,n_boardings_rider,88.0,K100_1
elevator_dedicated,100,n_boardings_rider,83.6667,K100_2
elevator_dedicated,100,n_boardings_rider,91.0,K100_3
elevator_dedicated,100,n_boardings_rider,95.6667,K100_4
elevator_dedicated,100,n_boardings_rider,79.6667,K100_5
elevator_dedicated,100,n_boardings_rider,85.0,K100_6
elevator_dedicated,100,n_boardings_rider,89.0,K100_7
elevator_dedicated,100,n_boardings_rider,79.0,K100_8
elevator_dedicated,100,n_boardings_rider,84.6667,K100_9
elevator_dedicated,200,n_boardings_rider,177.0,K200_1
elevator_dedicated,200,n_boardings_rider,169.6667,K200_2
elevator_dedicated,200,n_boardings_rider,170.6667,K200_3
elevator_dedicated,200,n_boardings_rider,170.0,K200_4
elevator_dedicated,200,n_boardings_rider,170.6667,K200_5
elevator_dedicated,200,n_boardings_rider,172.0,K200_6
elevator_dedicated,200,n_boardings_rider,173.6667,K200_7
elevator_dedicated,200,n_boardings_rider,166.0,K200_8
elevator_dedicated,200,n_boardings_rider,164.6667,K200_9
elevator_dedicated,300,n_boardings_rider,246.0,K300_1
elevator_dedicated,300,n_boardings_rider,250.0,K300_2
elevator_dedicated,300,n_boardings_rider,251.0,K300_3
elevator_dedicated,300,n_boardings_rider,249.3333,K300_4
elevator_dedicated,300,n_boardings_rider,252.6667,K300_5
elevator_dedicated,300,n_boardings_rider,246.3333,K300_6
elevator_dedicated,300,n_boardings_rider,260.0,K300_7
elevator_dedicated,300,n_boardings_rider,242.0,K300_8
elevator_dedicated,50,n_boardings_rider,44.0,K50_1
elevator_dedicated,50,n_boardings_rider,43.3333,K50_2
elevator_dedicated,100,n_boardings_ped,437.6667,K100_1
elevator_dedicated,100,n_boardings_ped,458.6667,K100_2
elevator_dedicated,100,n_boardings_ped,372.6667,K100_3
elevator_dedicated,100,n_boardings_ped,427.3333,K100_4
elevator_dedicated,100,n_boardings_ped,401.3333,K100_5
elevator_dedicated,100,n_boardings_ped,370.3333,K100_6
elevator_dedicated,100,n_boardings_ped,397.3333,K100_7
elevator_dedicated,100,n_boardings_ped,417.3333,K100_8
elevator_dedicated,100,n_boardings_ped,413.6667,K100_9
elevator_dedicated,200,n_boardings_ped,428.0,K200_1
elevator_dedicated,200,n_boardings_ped,463.6667,K200_2
elevator_dedicated,200,n_boardings_ped,455.0,K200_3
elevator_dedicated,200,n_boardings_ped,374.6667,K200_4
elevator_dedicated,200,n_boardings_ped,408.0,K200_5
elevator_dedicated,200,n_boardings_ped,433.0,K200_6
elevator_dedicated,200,n_boardings_ped,461.3333,K200_7
elevator_dedicated,200,n_boardings_ped,438.6667,K200_8
elevator_dedicated,200,n_boardings_ped,418.6667,K200_9
elevator_dedicated,300,n_boardings_ped,384.6667,K300_1
elevator_dedicated,300,n_boardings_ped,423.6667,K300_2
elevator_dedicated,300,n_boardings_ped,423.3333,K300_3
elevator_dedicated,300,n_boardings_ped,486.6667,K300_4
elevator_dedicated,300,n_boardings_ped,418.6667,K300_5
elevator_dedicated,300,n_boardings_ped,448.3333,K300_6
elevator_dedicated,300,n_boardings_ped,415.6667,K300_7
elevator_dedicated,300,n_boardings_ped,436.3333,K300_8
elevator_dedicated,50,n_boardings_ped,392.6667,K50_1
elevator_dedicated,50,n_boardings_ped,415.3333,K50_2
elevator_dedicated,100,capacity_violations,0.0,K100_1
elevator_dedicated,100,capacity_violations,0.0,K100_2
elevator_dedicated,100,capacity_violations,0.0,K100_3
elevator_dedicated,100,capacity_violations,0.0,K100_4
elevator_dedicated,100,capacity_violations,0.0,K100_5
elevator_dedicated,100,capacity_violations,0.0,K100_6
elevator_dedicated,100,capacity_violations,0.0,K100_7
elevator_dedicated,100,capacity_violations,0.0,K100_8
elevator_dedicated,100,capacity_violations,0.0,K100_9
elevator_dedicated,200,capacity_violations,0.0,K200_1
elevator_dedicated,200,capacity_violations,0.0,K200_2
elevator_dedicated,200,capacity_violations,0.0,K200_3
elevator_dedicated,200,capacity_violations,0.0,K200_4
elevator_dedicated,200,capacity_violations,0.0,K200_5
elevator_dedicated,200,capacity_violations,0.0,K200_6
elevator_dedicated,200,capacity_violations,0.0,K200_7
elevator_dedicated,200,capacity_violations,0.0,K200_8
elevator_dedicated,200,capacity_violations,0.0,K200_9
elevator_dedicated,300,capacity_violations,0.0,K300_1
elevator_dedicated,300,capacity_violations,0.0,K300_2
elevator_dedicated,300,capacity_violations,0.0,K300_3
elevator_dedicated,300,capacity_violations,0.0,K300_4
elevator_dedicated,300,capacity_violations,0.0,K300_5
elevator_dedicated,300,capacity_violations,0.0,K300_6
elevator_dedicated,300,capacity_violations,0.0,K300_7
elevator_dedicated,300,capacity_violations,0.0,K300_8
elevator_dedicated,50,capacity_violations,0.0,K50_1
elevator_dedicated,50,capacity_violations,0.0,K50_2
elevator_dedicated,100,util_delivery,0.8527,K100_1
elevator_dedicated,100,util_delivery,0.8353,K100_2
elevator_dedicated,100,util_delivery,0.8801,K100_3
elevator_dedicated,100,util_delivery,0.8609,K100_4
elevator_dedicated,100,util_delivery,0.8567,K100_5
elevator_dedicated,100,util_delivery,0.8599,K100_6
elevator_dedicated,100,util_delivery,0.8584,K100_7
elevator_dedicated,100,util_delivery,0.8546,K100_8
elevator_dedicated,100,util_delivery,0.8579,K100_9
elevator_dedicated,200,util_delivery,0.9045,K200_1
elevator_dedicated,200,util_delivery,0.8905,K200_2
elevator_dedicated,200,util_delivery,0.8833,K200_3
elevator_dedicated,200,util_delivery,0.9049,K200_4
elevator_dedicated,200,util_delivery,0.9061,K200_5
elevator_dedicated,200,util_delivery,0.88,K200_6
elevator_dedicated,200,util_delivery,0.8885,K200_7
elevator_dedicated,200,util_delivery,0.8991,K200_8
elevator_dedicated,200,util_delivery,0.8969,K200_9
elevator_dedicated,300,util_delivery,0.9236,K300_1
elevator_dedicated,300,util_delivery,0.9415,K300_2
elevator_dedicated,300,util_delivery,0.9133,K300_3
elevator_dedicated,300,util_delivery,0.8947,K300_4
elevator_dedicated,300,util_delivery,0.9234,K300_5
elevator_dedicated,300,util_delivery,0.9149,K300_6
elevator_dedicated,300,util_delivery,0.9178,K300_7
elevator_dedicated,300,util_delivery,0.9087,K300_8
elevator_dedicated,50,util_delivery,0.8036,K50_1
elevator_dedicated,50,util_delivery,0.8188,K50_2
elevator_dedicated,100,mean_pax_delivery,0.8085,K100_1
elevator_dedicated,100,mean_pax_delivery,0.8013,K100_2
elevator_dedicated,100,mean_pax_delivery,0.8393,K100_3
elevator_dedicated,100,mean_pax_delivery,0.8105,K100_4
elevator_dedicated,100,mean_pax_delivery,0.8104,K100_5
elevator_dedicated,100,mean_pax_delivery,0.8113,K100_6
elevator_dedicated,100,mean_pax_delivery,0.8043,K100_7
elevator_dedicated,100,mean_pax_delivery,0.8047,K100_8
elevator_dedicated,100,mean_pax_delivery,0.7989,K100_9
elevator_dedicated,200,mean_pax_delivery,1.037,K200_1
elevator_dedicated,200,mean_pax_delivery,0.9984,K200_2
elevator_dedicated,200,mean_pax_delivery,0.9828,K200_3
elevator_dedicated,200,mean_pax_delivery,1.0171,K200_4
elevator_dedicated,200,mean_pax_delivery,1.0265,K200_5
elevator_dedicated,200,mean_pax_delivery,1.0031,K200_6
elevator_dedicated,200,mean_pax_delivery,0.9843,K200_7
elevator_dedicated,200,mean_pax_delivery,0.9991,K200_8
elevator_dedicated,200,mean_pax_delivery,1.0237,K200_9
elevator_dedicated,300,mean_pax_delivery,1.281,K300_1
elevator_dedicated,300,mean_pax_delivery,1.2716,K300_2
elevator_dedicated,300,mean_pax_delivery,1.2622,K300_3
elevator_dedicated,300,mean_pax_delivery,1.1824,K300_4
elevator_dedicated,300,mean_pax_delivery,1.2674,K300_5
elevator_dedicated,300,mean_pax_delivery,1.2007,K300_6
elevator_dedicated,300,mean_pax_delivery,1.2816,K300_7
elevator_dedicated,300,mean_pax_delivery,1.2358,K300_8
elevator_dedicated,50,mean_pax_delivery,0.7041,K50_1
elevator_dedicated,50,mean_pax_delivery,0.711,K50_2
elevator_dedicated,100,w_ev_mean_sec,25.0648,K100_1
elevator_dedicated,100,w_ev_mean_sec,25.2284,K100_2
elevator_dedicated,100,w_ev_mean_sec,25.9408,K100_3
elevator_dedicated,100,w_ev_mean_sec,25.0735,K100_4
elevator_dedicated,100,w_ev_mean_sec,26.3069,K100_5
elevator_dedicated,100,w_ev_mean_sec,25.3116,K100_6
elevator_dedicated,100,w_ev_mean_sec,25.0266,K100_7
elevator_dedicated,100,w_ev_mean_sec,25.623,K100_8
elevator_dedicated,100,w_ev_mean_sec,25.452,K100_9
elevator_dedicated,200,w_ev_mean_sec,32.6401,K200_1
elevator_dedicated,200,w_ev_mean_sec,31.0449,K200_2
elevator_dedicated,200,w_ev_mean_sec,31.5762,K200_3
elevator_dedicated,200,w_ev_mean_sec,33.4352,K200_4
elevator_dedicated,200,w_ev_mean_sec,31.7603,K200_5
elevator_dedicated,200,w_ev_mean_sec,32.6175,K200_6
elevator_dedicated,200,w_ev_mean_sec,29.8642,K200_7
elevator_dedicated,200,w_ev_mean_sec,30.9915,K200_8
elevator_dedicated,200,w_ev_mean_sec,32.0199,K200_9
elevator_dedicated,300,w_ev_mean_sec,36.5689,K300_1
elevator_dedicated,300,w_ev_mean_sec,37.6036,K300_2
elevator_dedicated,300,w_ev_mean_sec,36.493,K300_3
elevator_dedicated,300,w_ev_mean_sec,35.6488,K300_4
elevator_dedicated,300,w_ev_mean_sec,36.5836,K300_5
elevator_dedicated,300,w_ev_mean_sec,36.7657,K300_6
elevator_dedicated,300,w_ev_mean_sec,37.1998,K300_7
elevator_dedicated,300,w_ev_mean_sec,39.1688,K300_8
elevator_dedicated,50,w_ev_mean_sec,21.3181,K50_1
elevator_dedicated,50,w_ev_mean_sec,22.5023,K50_2
elevator_dedicated,100,w_ev_rider_sec,27.5737,K100_1
elevator_dedicated,100,w_ev_rider_sec,26.9805,K100_2
elevator_dedicated,100,w_ev_rider_sec,27.7036,K100_3
elevator_dedicated,100,w_ev_rider_sec,27.0242,K100_4
elevator_dedicated,100,w_ev_rider_sec,28.5291,K100_5
elevator_dedicated,100,w_ev_rider_sec,29.9072,K100_6
elevator_dedicated,100,w_ev_rider_sec,28.6246,K100_7
elevator_dedicated,100,w_ev_rider_sec,29.7099,K100_8
elevator_dedicated,100,w_ev_rider_sec,28.0654,K100_9
elevator_dedicated,200,w_ev_rider_sec,38.3835,K200_1
elevator_dedicated,200,w_ev_rider_sec,36.317,K200_2
elevator_dedicated,200,w_ev_rider_sec,34.8666,K200_3
elevator_dedicated,200,w_ev_rider_sec,39.3877,K200_4
elevator_dedicated,200,w_ev_rider_sec,36.2367,K200_5
elevator_dedicated,200,w_ev_rider_sec,41.2594,K200_6
elevator_dedicated,200,w_ev_rider_sec,34.9293,K200_7
elevator_dedicated,200,w_ev_rider_sec,35.7058,K200_8
elevator_dedicated,200,w_ev_rider_sec,36.7679,K200_9
elevator_dedicated,300,w_ev_rider_sec,41.5091,K300_1
elevator_dedicated,300,w_ev_rider_sec,40.6113,K300_2
elevator_dedicated,300,w_ev_rider_sec,42.1291,K300_3
elevator_dedicated,300,w_ev_rider_sec,41.669,K300_4
elevator_dedicated,300,w_ev_rider_sec,40.4314,K300_5
elevator_dedicated,300,w_ev_rider_sec,41.5255,K300_6
elevator_dedicated,300,w_ev_rider_sec,44.0793,K300_7
elevator_dedicated,300,w_ev_rider_sec,46.4659,K300_8
elevator_dedicated,50,w_ev_rider_sec,23.781,K50_1
elevator_dedicated,50,w_ev_rider_sec,23.3452,K50_2
elevator_dedicated,100,w_ev_ped_sec,24.5658,K100_1
elevator_dedicated,100,w_ev_ped_sec,24.9396,K100_2
elevator_dedicated,100,w_ev_ped_sec,25.4154,K100_3
elevator_dedicated,100,w_ev_ped_sec,24.6233,K100_4
elevator_dedicated,100,w_ev_ped_sec,25.8006,K100_5
elevator_dedicated,100,w_ev_ped_sec,24.2263,K100_6
elevator_dedicated,100,w_ev_ped_sec,24.2319,K100_7
elevator_dedicated,100,w_ev_ped_sec,24.8862,K100_8
elevator_dedicated,100,w_ev_ped_sec,24.979,K100_9
elevator_dedicated,200,w_ev_ped_sec,30.2264,K200_1
elevator_dedicated,200,w_ev_ped_sec,29.1402,K200_2
elevator_dedicated,200,w_ev_ped_sec,30.3637,K200_3
elevator_dedicated,200,w_ev_ped_sec,30.7257,K200_4
elevator_dedicated,200,w_ev_ped_sec,29.9312,K200_5
elevator_dedicated,200,w_ev_ped_sec,29.1121,K200_6
elevator_dedicated,200,w_ev_ped_sec,27.9901,K200_7
elevator_dedicated,200,w_ev_ped_sec,29.1922,K200_8
elevator_dedicated,200,w_ev_ped_sec,30.0822,K200_9
elevator_dedicated,300,w_ev_ped_sec,33.3834,K300_1
elevator_dedicated,300,w_ev_ped_sec,35.8813,K300_2
elevator_dedicated,300,w_ev_ped_sec,33.1857,K300_3
elevator_dedicated,300,w_ev_ped_sec,32.5587,K300_4
elevator_dedicated,300,w_ev_ped_sec,34.1511,K300_5
elevator_dedicated,300,w_ev_ped_sec,34.1248,K300_6
elevator_dedicated,300,w_ev_ped_sec,32.9118,K300_7
elevator_dedicated,300,w_ev_ped_sec,35.1141,K300_8
elevator_dedicated,50,w_ev_ped_sec,21.0536,K50_1
elevator_dedicated,50,w_ev_ped_sec,22.41,K50_2
elevator_dedicated,100,w_ev_ped_p95_sec,67.8167,K100_1
elevator_dedicated,100,w_ev_ped_p95_sec,70.15,K100_2
elevator_dedicated,100,w_ev_ped_p95_sec,67.6583,K100_3
elevator_dedicated,100,w_ev_ped_p95_sec,66.6917,K100_4
elevator_dedicated,100,w_ev_ped_p95_sec,65.5417,K100_5
elevator_dedicated,100,w_ev_ped_p95_sec,63.9583,K100_6
elevator_dedicated,100,w_ev_ped_p95_sec,64.5333,K100_7
elevator_dedicated,100,w_ev_ped_p95_sec,64.7917,K100_8
elevator_dedicated,100,w_ev_ped_p95_sec,64.7083,K100_9
elevator_dedicated,200,w_ev_ped_p95_sec,80.4583,K200_1
elevator_dedicated,200,w_ev_ped_p95_sec,77.15,K200_2
elevator_dedicated,200,w_ev_ped_p95_sec,80.4917,K200_3
elevator_dedicated,200,w_ev_ped_p95_sec,82.175,K200_4
elevator_dedicated,200,w_ev_ped_p95_sec,77.9417,K200_5
elevator_dedicated,200,w_ev_ped_p95_sec,77.825,K200_6
elevator_dedicated,200,w_ev_ped_p95_sec,74.1083,K200_7
elevator_dedicated,200,w_ev_ped_p95_sec,75.4917,K200_8
elevator_dedicated,200,w_ev_ped_p95_sec,79.5833,K200_9
elevator_dedicated,300,w_ev_ped_p95_sec,86.9,K300_1
elevator_dedicated,300,w_ev_ped_p95_sec,87.8667,K300_2
elevator_dedicated,300,w_ev_ped_p95_sec,86.3583,K300_3
elevator_dedicated,300,w_ev_ped_p95_sec,90.0583,K300_4
elevator_dedicated,300,w_ev_ped_p95_sec,89.35,K300_5
elevator_dedicated,300,w_ev_ped_p95_sec,87.8583,K300_6
elevator_dedicated,300,w_ev_ped_p95_sec,89.1083,K300_7
elevator_dedicated,300,w_ev_ped_p95_sec,92.1,K300_8
elevator_dedicated,50,w_ev_ped_p95_sec,60.2167,K50_1
elevator_dedicated,50,w_ev_ped_p95_sec,61.05,K50_2
elevator_dedicated,100,pax_ge12_frac,0.0,K100_1
elevator_dedicated,100,pax_ge12_frac,0.0,K100_2
elevator_dedicated,100,pax_ge12_frac,0.0,K100_3
elevator_dedicated,100,pax_ge12_frac,0.0,K100_4
elevator_dedicated,100,pax_ge12_frac,0.0,K100_5
elevator_dedicated,100,pax_ge12_frac,0.0,K100_6
elevator_dedicated,100,pax_ge12_frac,0.0,K100_7
elevator_dedicated,100,pax_ge12_frac,0.0,K100_8
elevator_dedicated,100,pax_ge12_frac,0.0,K100_9
elevator_dedicated,200,pax_ge12_frac,0.0,K200_1
elevator_dedicated,200,pax_ge12_frac,0.0,K200_2
elevator_dedicated,200,pax_ge12_frac,0.0,K200_3
elevator_dedicated,200,pax_ge12_frac,0.0,K200_4
elevator_dedicated,200,pax_ge12_frac,0.0,K200_5
elevator_dedicated,200,pax_ge12_frac,0.0,K200_6
elevator_dedicated,200,pax_ge12_frac,0.0,K200_7
elevator_dedicated,200,pax_ge12_frac,0.0,K200_8
elevator_dedicated,200,pax_ge12_frac,0.0,K200_9
elevator_dedicated,300,pax_ge12_frac,0.0,K300_1
elevator_dedicated,300,pax_ge12_frac,0.0,K300_2
elevator_dedicated,300,pax_ge12_frac,0.0,K300_3
elevator_dedicated,300,pax_ge12_frac,0.0,K300_4
elevator_dedicated,300,pax_ge12_frac,0.0002,K300_5
elevator_dedicated,300,pax_ge12_frac,0.0004,K300_6
elevator_dedicated,300,pax_ge12_frac,0.0003,K300_7
elevator_dedicated,300,pax_ge12_frac,0.0009,K300_8
elevator_dedicated,50,pax_ge12_frac,0.0,K50_1
elevator_dedicated,50,pax_ge12_frac,0.0,K50_2
elevator_dedicated,100,pax_max_series,6.0,K100_1
elevator_dedicated,100,pax_max_series,6.3333,K100_2
elevator_dedicated,100,pax_max_series,5.6667,K100_3
elevator_dedicated,100,pax_max_series,6.3333,K100_4
elevator_dedicated,100,pax_max_series,6.6667,K100_5
elevator_dedicated,100,pax_max_series,5.0,K100_6
elevator_dedicated,100,pax_max_series,5.3333,K100_7
elevator_dedicated,100,pax_max_series,5.3333,K100_8
elevator_dedicated,100,pax_max_series,6.0,K100_9
elevator_dedicated,200,pax_max_series,8.3333,K200_1
elevator_dedicated,200,pax_max_series,7.6667,K200_2
elevator_dedicated,200,pax_max_series,7.6667,K200_3
elevator_dedicated,200,pax_max_series,8.3333,K200_4
elevator_dedicated,200,pax_max_series,6.6667,K200_5
elevator_dedicated,200,pax_max_series,8.6667,K200_6
elevator_dedicated,200,pax_max_series,6.6667,K200_7
elevator_dedicated,200,pax_max_series,9.0,K200_8
elevator_dedicated,200,pax_max_series,7.3333,K200_9
elevator_dedicated,300,pax_max_series,9.0,K300_1
elevator_dedicated,300,pax_max_series,8.6667,K300_2
elevator_dedicated,300,pax_max_series,9.3333,K300_3
elevator_dedicated,300,pax_max_series,9.6667,K300_4
elevator_dedicated,300,pax_max_series,10.3333,K300_5
elevator_dedicated,300,pax_max_series,10.0,K300_6
elevator_dedicated,300,pax_max_series,11.0,K300_7
elevator_dedicated,300,pax_max_series,13.0,K300_8
elevator_dedicated,50,pax_max_series,5.6667,K50_1
elevator_dedicated,50,pax_max_series,4.3333,K50_2
elevator_dedicated,100,queue_max,6.6667,K100_1
elevator_dedicated,100,queue_max,7.6667,K100_2
elevator_dedicated,100,queue_max,6.0,K100_3
elevator_dedicated,100,queue_max,7.0,K100_4
elevator_dedicated,100,queue_max,7.3333,K100_5
elevator_dedicated,100,queue_max,6.3333,K100_6
elevator_dedicated,100,queue_max,6.0,K100_7
elevator_dedicated,100,queue_max,6.3333,K100_8
elevator_dedicated,100,queue_max,5.6667,K100_9
elevator_dedicated,200,queue_max,9.6667,K200_1
elevator_dedicated,200,queue_max,8.3333,K200_2
elevator_dedicated,200,queue_max,8.6667,K200_3
elevator_dedicated,200,queue_max,9.0,K200_4
elevator_dedicated,200,queue_max,8.3333,K200_5
elevator_dedicated,200,queue_max,10.6667,K200_6
elevator_dedicated,200,queue_max,8.3333,K200_7
elevator_dedicated,200,queue_max,9.3333,K200_8
elevator_dedicated,200,queue_max,9.0,K200_9
elevator_dedicated,300,queue_max,10.6667,K300_1
elevator_dedicated,300,queue_max,10.3333,K300_2
elevator_dedicated,300,queue_max,10.6667,K300_3
elevator_dedicated,300,queue_max,11.3333,K300_4
elevator_dedicated,300,queue_max,10.3333,K300_5
elevator_dedicated,300,queue_max,10.6667,K300_6
elevator_dedicated,300,queue_max,12.3333,K300_7
elevator_dedicated,300,queue_max,13.0,K300_8
elevator_dedicated,50,queue_max,6.3333,K50_1
elevator_dedicated,50,queue_max,5.3333,K50_2
elevator_shared,100,n_boardings,503.6667,K100_1
elevator_shared,100,n_boardings,520.6667,K100_2
elevator_shared,100,n_boardings,431.3333,K100_3
elevator_shared,100,n_boardings,491.0,K100_4
elevator_shared,100,n_boardings,475.6667,K100_5
elevator_shared,100,n_boardings,450.6667,K100_6
elevator_shared,100,n_boardings,476.6667,K100_7
elevator_shared,100,n_boardings,490.6667,K100_8
elevator_shared,100,n_boardings,492.3333,K100_9
elevator_shared,200,n_boardings,579.3333,K200_1
elevator_shared,200,n_boardings,619.6667,K200_2
elevator_shared,200,n_boardings,617.0,K200_3
elevator_shared,200,n_boardings,559.6667,K200_4
elevator_shared,200,n_boardings,573.0,K200_5
elevator_shared,200,n_boardings,599.3333,K200_6
elevator_shared,200,n_boardings,620.3333,K200_7
elevator_shared,200,n_boardings,597.6667,K200_8
elevator_shared,200,n_boardings,586.3333,K200_9
elevator_shared,300,n_boardings,630.3333,K300_1
elevator_shared,300,n_boardings,643.0,K300_2
elevator_shared,300,n_boardings,661.0,K300_3
elevator_shared,300,n_boardings,719.3333,K300_4
elevator_shared,300,n_boardings,661.0,K300_5
elevator_shared,300,n_boardings,685.3333,K300_6
elevator_shared,300,n_boardings,651.3333,K300_7
elevator_shared,300,n_boardings,670.3333,K300_8
elevator_shared,50,n_boardings,428.3333,K50_1
elevator_shared,50,n_boardings,459.0,K50_2
elevator_shared,100,n_boardings_rider,82.0,K100_1
elevator_shared,100,n_boardings_rider,86.3333,K100_2
elevator_shared,100,n_boardings_rider,79.0,K100_3
elevator_shared,100,n_boardings_rider,74.3333,K100_4
elevator_shared,100,n_boardings_rider,90.3333,K100_5
elevator_shared,100,n_boardings_rider,85.0,K100_6
elevator_shared,100,n_boardings_rider,81.0,K100_7
elevator_shared,100,n_boardings_rider,91.0,K100_8
elevator_shared,100,n_boardings_rider,85.3333,K100_9
